filename, ballooning, fibrosis, inflammation, steatosis
18_228_Masson_505_81_21_jpg.rf.694cd1e6baac89db979e07c4f2b8b054.jpg, 1, 0, 0, 0
15_242_212_21_18_jpg.rf.6a14226131dc4cba68fe92b047daa025.jpg, 0, 1, 0, 0
18_229_Masson_201_12_21_jpg.rf.67b10685b28730701e3525a0a89a2e87.jpg, 1, 0, 0, 0
18_229_Masson_202_90_9_jpg.rf.698ebeb8c0b7e098f42ff98e0a33b29a.jpg, 1, 0, 0, 0
201_3_12_61_jpg.rf.6a4463746e172e5816a73e01b6846ccf.jpg, 0, 0, 0, 1
203_3_23_47_jpg.rf.6873452362824f49485df089ccec8383.jpg, 0, 0, 0, 1
15_242_212_21_5_jpg.rf.6986ea40437f55ccf360ab699f98e588.jpg, 0, 1, 0, 0
206_6_9_30_jpg.rf.6a29879803ccd4375b1e1fc577eaf0d1.jpg, 0, 0, 0, 1
18_237_205_119_21_jpg.rf.6a6724bcd0c0978e321713800c4edf55.jpg, 1, 0, 0, 0
207_6_7_17_jpg.rf.6b8eadcebcb2c16fd9acc46ccd939440.jpg, 0, 0, 0, 1
18_229_Masson_202_20_26_jpg.rf.6a972be439062ca7cd2d4d05eeddbe0a.jpg, 1, 0, 0, 0
15_242_211_19_20_jpg.rf.6ac1903694d0cfe5513e93925e3a453f.jpg, 0, 1, 0, 0
18_229_Masson_201_83_33_jpg.rf.6b2c9f5926f906c87ea5542f4543d9ce.jpg, 1, 0, 0, 0
15_239_203_40_52_jpg.rf.6a4aad5c41f909b2fa4ba0ff735d1df1.jpg, 1, 0, 0, 0
18_217_217_54_30_jpg.rf.6b96ec1984d4e44a31157df5232914c0.jpg, 0, 0, 1, 0
16_224_603_159_49_jpg.rf.6befbc1f0583ef718d0d33c078e573e4.jpg, 0, 0, 1, 0
18_217_217_47_20_jpg.rf.6b8a5d3fd5b9d2e0b684fd891101d9d6.jpg, 0, 0, 1, 0
15_242_208_30_7_jpg.rf.6a6ac64b67b075606750951b9accaa66.jpg, 0, 1, 0, 0
208_6_0_40_jpg.rf.6b25a466a5f2da6f15d0161d71f3e0b3.jpg, 0, 0, 0, 1
15_242_208_32_4_jpg.rf.6cd1fc5cca17a91ac207f442dcc210d2.jpg, 0, 1, 0, 0
15_242_208_21_21_jpg.rf.6c82434b55e7d11bb990c6474528e448.jpg, 0, 1, 0, 0
15_242_202_167_26_jpg.rf.6ab9178dce030eb76b235c035eb7d9c1.jpg, 1, 0, 0, 0
15_242_212_19_24_jpg.rf.6bf10247901113267bf74280bb875f0f.jpg, 0, 1, 0, 0
18_211_206_19_8_jpg.rf.6c3e078a26853ca0d5206caefca09854.jpg, 0, 1, 0, 0
201_10_9_30_jpg.rf.6cc87e9bccf202cb7230c885cd01835c.jpg, 0, 0, 0, 1
15_242_211_19_14_jpg.rf.6d4bfb811e3217f013a8b57a8072dcfe.jpg, 0, 1, 0, 0
18_228_Masson_505_90_36_jpg.rf.6c3b7f3490ea0c170b03e9382c4c9f18.jpg, 1, 0, 0, 0
201_8_4_63_jpg.rf.6c101ebbb48c5faf4c555fe27828747a.jpg, 0, 0, 0, 1
16_224_101_112_11_jpg.rf.6ca1b8c6664ae7942e85b93c6d2d9ba8.jpg, 0, 0, 1, 0
16_256_205_15_8_jpg.rf.6c22e7b48d0a9ae1dd5b01a67f40a5e4.jpg, 0, 1, 0, 0
201_6_12_31_jpg.rf.6e1dca4b670b341f3c76fd0f5ecbc751.jpg, 0, 0, 0, 1
208_1_16_57_jpg.rf.6c87ccbe7b45510b148f92693925f367.jpg, 0, 0, 0, 1
16_224_604_90_39_jpg.rf.6bbca5105f8d9fb0c198b606e4eac96d.jpg, 1, 0, 0, 0
18_219_201_14_4_jpg.rf.6d14d8878379ad1860664de4fdf870ee.jpg, 0, 1, 0, 0
18_229_Masson_202_7_22_jpg.rf.6d047da8121c590ae9922f474ff53283.jpg, 1, 0, 0, 0
16_224_101_112_10_jpg.rf.6ce0bfa9892e999eb254a3619d6dbd37.jpg, 0, 0, 1, 0
15_242_208_29_4_jpg.rf.6dad131e1650c409966fe31943e7f28f.jpg, 0, 1, 0, 0
16_224_101_108_44_jpg.rf.6e6ee933015ed4c53317ee0ca0e80de8.jpg, 0, 0, 1, 0
17_209_102_8_15_jpg.rf.6da1893b440db7259b1b1f10ef7d21cc.jpg, 0, 0, 1, 0
203_6_14_54_jpg.rf.6c6f65095d16a2a1ebb206bc0761064c.jpg, 0, 0, 0, 1
18_229_Masson_302_41_36_jpg.rf.6e4922c524132d9dcf6e8514bd2b0226.jpg, 1, 0, 0, 0
18_217_218_58_9_jpg.rf.6bc2fb360dd3f1c24e67a590c2d157c1.jpg, 0, 0, 1, 0
18_237_201_49_13_jpg.rf.6e6668373e3ba5b0495a1d4984e1d1b6.jpg, 1, 0, 0, 0
18_217_217_62_7_jpg.rf.6d896d7dd54ce244ca7cb64c4225b81b.jpg, 0, 0, 1, 0
18_219_208_50_27_jpg.rf.6ece49bc87463d73eaa8b0e5061c1883.jpg, 0, 0, 1, 0
301_10_15_21_jpg.rf.6ed0bf5ab0c18db8ceb0317bd95af851.jpg, 0, 0, 0, 1
18_217_218_55_22_jpg.rf.6dc68edc1d33c22329634ddfa7fdb480.jpg, 0, 0, 1, 0
201_2_8_52_jpg.rf.6f4faca51c540dbd4a2d40804499ec76.jpg, 0, 0, 0, 1
19_212_E1202_20_7_jpg.rf.6d685150a990f937f55001dc4957a6b8.jpg, 0, 1, 0, 0
18_217_217_56_20_jpg.rf.6e47b94bca242deae146361a87e16832.jpg, 0, 0, 1, 0
18_228_Masson_505_91_26_jpg.rf.6f16381b45fddef9c10a7ecd5f9352e4.jpg, 1, 0, 0, 0
18_217_217_51_21_jpg.rf.7009e3171430ea0706115cc4a1a20c99.jpg, 0, 0, 1, 0
15_242_208_40_27_jpg.rf.6fa8e0fe2656fc336536731d0f290ccf.jpg, 0, 1, 0, 0
202_6_9_62_jpg.rf.6de02d94c4e1e0a4f27009673f6a74bd.jpg, 0, 0, 0, 1
208_1_17_9_jpg.rf.70882afc801a446bc90979ca039caecc.jpg, 0, 0, 0, 1
18_228_Masson_208_65_39_jpg.rf.706302f74adc8f5e0ba6832cedb519a3.jpg, 1, 0, 0, 0
201_2_9_23_jpg.rf.6fec302fc16a5f5174bb4639a6a52aa7.jpg, 0, 0, 0, 1
18_236_202_41_23_jpg.rf.706d1047ed6ede0fa4c6a5a7943b4175.jpg, 1, 0, 0, 0
18_217_212_55_14_jpg.rf.6f6cd17d5ae11d6416fed0be01fb3793.jpg, 0, 0, 1, 0
207_1_4_64_jpg.rf.7099fa33785216575201afc5c6a7008b.jpg, 0, 0, 0, 1
15_242_212_21_19_jpg.rf.709fd96fc95d99fbb37ec97c750dfeb7.jpg, 0, 1, 0, 0
18_217_217_43_19_jpg.rf.700c6da1b207e9ddaf1112ce2d73cefb.jpg, 0, 0, 1, 0
201_1_9_8_jpg.rf.701342d2f896b38a1fb52df6a91b73e6.jpg, 0, 0, 0, 1
201_8_2_39_jpg.rf.70191642da5e9944440361f0dfa9653b.jpg, 0, 0, 0, 1
15_242_208_19_10_jpg.rf.70e307a5122a9dc7517a6723b1b66ba8.jpg, 0, 1, 0, 0
15_242_208_25_16_jpg.rf.6f95d20d905f368d8f6e465443067aa6.jpg, 0, 1, 0, 0
15_242_208_31_4_jpg.rf.700c7871acd1936477710596746c8a03.jpg, 0, 1, 0, 0
15_242_212_20_16_jpg.rf.6fe1a87a6d05471ce2842e2d11c7e50f.jpg, 0, 1, 0, 0
16_224_606_183_17_jpg.rf.71699060d0129b1e0eaa2fb802156e9b.jpg, 0, 0, 1, 0
15_242_208_37_25_jpg.rf.711ca1013689c74bdf6ecc95fe6a7dd6.jpg, 0, 1, 0, 0
16_253_308_35_6_jpg.rf.718971e59e0751bbd4689820c0cf5aea.jpg, 0, 1, 0, 0
15_242_208_35_22_jpg.rf.70f1b4ede7e25190f27640547e72fb6c.jpg, 0, 1, 0, 0
17_234_212_75_26_jpg.rf.71fb8ae54eca6bf40c5f1ed87e79f5c6.jpg, 0, 0, 1, 0
15_242_211_23_4_jpg.rf.701d641939c448285d99a39b4359dd1d.jpg, 0, 1, 0, 0
201_5_14_33_jpg.rf.71a09ae34a68f7a7d270dc9d9feb1b56.jpg, 0, 0, 0, 1
16_224_603_162_37_jpg.rf.70fd95b130ee1997fbdbc4a4838b7ee3.jpg, 0, 0, 1, 0
18_229_Masson_202_87_70_jpg.rf.7111aded52a1df495291a0936b5aa416.jpg, 1, 0, 0, 0
16_256_202_23_5_jpg.rf.71412e42650bdfaf67abf79975cbeddd.jpg, 0, 1, 0, 0
18_217_217_49_9_jpg.rf.71b04192d5abfeebc5aeef5de43239c0.jpg, 0, 0, 1, 0
18_236_303_49_20_jpg.rf.724a1157f4b8f8d60c940bc62897248e.jpg, 1, 0, 0, 0
18_228_Masson_207_33_34_jpg.rf.72869dbb5f468a338ea0b4c328845d67.jpg, 0, 0, 1, 0
15_242_212_26_23_jpg.rf.710eb8e070612d99fafa5e633c8855e5.jpg, 0, 1, 0, 0
15_242_208_40_22_jpg.rf.71b9aeeb8d9185f33c6e597c88dc2f9c.jpg, 0, 1, 0, 0
18_217_218_53_4_jpg.rf.7139b69b2061f19972395bed80f0b5b2.jpg, 0, 0, 1, 0
16_224_603_159_46_jpg.rf.71f343c8d99d78c85597457172e650c5.jpg, 0, 0, 1, 0
207_7_16_61_jpg.rf.709a60421939ba6a01a4b3bd241bf358.jpg, 0, 0, 0, 1
15_242_208_25_20_jpg.rf.70f8cbe1b1cedbbe81d25e30c63a11eb.jpg, 0, 1, 0, 0
18_217_217_64_23_jpg.rf.72450d498d6b66677ec1d7692faa20bb.jpg, 0, 0, 1, 0
202_3_11_28_jpg.rf.719da157f3c368253f1b691bc957d085.jpg, 0, 0, 0, 1
15_242_212_20_26_jpg.rf.7232354dfcea7079e7d45e4a1f7b76f5.jpg, 0, 1, 0, 0
18_229_Masson_202_70_15_jpg.rf.724b80aa9c7bc46622d4d494c3bd6d9c.jpg, 1, 0, 0, 0
15_242_208_36_6_jpg.rf.72008163b24a4cded27eca2a47ca9d69.jpg, 0, 1, 0, 0
206_6_10_62_jpg.rf.73bd77ac2ce0e6d2b4ef9c45f409c796.jpg, 0, 0, 0, 1
18_229_Masson_201_13_21_jpg.rf.7253b856e743b8f4b1dbfac875173fcc.jpg, 1, 0, 0, 0
18_217_212_49_15_jpg.rf.72eeccb362ee790d2810df1b78da58a3.jpg, 0, 0, 1, 0
18_229_Masson_202_91_64_jpg.rf.7386e65374c9e2c708d56024df7ad6b8.jpg, 1, 0, 0, 0
17_228_803_192_14_jpg.rf.73ed67144837d625786f59e8015ffb6f.jpg, 1, 0, 0, 0
15_242_212_19_15_jpg.rf.72b16cec3fd924a69841d16a9f6601d0.jpg, 0, 1, 0, 0
15_242_208_19_6_jpg.rf.728fb1871045c384020503eb17f6149a.jpg, 0, 1, 0, 0
18_229_Masson_201_39_52_jpg.rf.72a5b17be9fc6c26be3be335a372efee.jpg, 1, 0, 0, 0
18_229_Masson_201_19_26_jpg.rf.732bf3d024a079257d392da845f55e8d.jpg, 1, 0, 0, 0
15_242_208_35_6_jpg.rf.74d900b8bdedf88d387fbb5e0f4ba7ee.jpg, 0, 1, 0, 0
19_212_D1208_22_10_jpg.rf.72fb8056e0888783594ddc6eef267d1a.jpg, 0, 1, 0, 0
18_229_Masson_202_35_55_jpg.rf.726fbbab25fdb66464efeecfc80e371d.jpg, 1, 0, 0, 0
207_2_25_60_jpg.rf.738f9d48bbd1ee6e74b20a944094998f.jpg, 0, 0, 0, 1
18_217_219_71_14_jpg.rf.73120d5d63f8bc341a8884f5e7949654.jpg, 0, 0, 1, 0
18_228_Masson_208_67_43_jpg.rf.71fbe662c3e856a9d05abe86e9d10570.jpg, 1, 0, 0, 0
15_242_208_41_20_jpg.rf.730d88795133526b15e742d73db39c84.jpg, 0, 1, 0, 0
16_224_603_157_53_jpg.rf.74f2d8c58868ef3970b28deffb6e3ab1.jpg, 0, 0, 1, 0
18_211_Masson_205_38_82_jpg.rf.743beadd4500a102007b5195370035f7.jpg, 0, 0, 1, 0
17_209_102_7_32_jpg.rf.70c16e53da48e6073d39755db0e984be.jpg, 0, 0, 1, 0
15_242_212_25_22_jpg.rf.75c1d380d1f9bc7469e1ea660b0973db.jpg, 0, 1, 0, 0
202_5_10_61_jpg.rf.75bbea89dfa987b4c4d59c732b721295.jpg, 0, 0, 0, 1
18_217_217_57_27_jpg.rf.7411e6e643cb7b87903bff3b85656ccd.jpg, 0, 0, 1, 0
18_217_218_54_8_jpg.rf.75a5fbd80fe6dc66dd9c8a4d27157cc5.jpg, 0, 0, 1, 0
15_242_208_30_22_jpg.rf.7482fbef9594a1faab77eb56c0404186.jpg, 0, 1, 0, 0
208_3_16_38_jpg.rf.7618867d8849aea97a77d959dd85433c.jpg, 0, 0, 0, 1
19_212_D1208_22_7_jpg.rf.75153e967e3537f6884acf1e33f83ff5.jpg, 0, 1, 0, 0
201_7_3_41_jpg.rf.761b778202efa22b4f04a9f101e5c628.jpg, 0, 0, 0, 1
18_229_Masson_202_9_22_jpg.rf.730659cfb5b6431ba1d4210b1acaa54f.jpg, 1, 0, 0, 0
18_229_Masson_201_7_10_jpg.rf.74fe83c0c8dc49b068a8e0e312f8d766.jpg, 1, 0, 0, 0
18_211_Masson_205_111_25_jpg.rf.757b321d14012f1bc5c381d3478171f5.jpg, 0, 0, 1, 0
203_2_9_18_jpg.rf.74549c59a0370c7f7736e1d9bcd066f6.jpg, 0, 0, 0, 1
15_242_208_19_4_jpg.rf.745a8635166dc809734aa2a1ad19ec48.jpg, 0, 1, 0, 0
18_217_217_55_29_jpg.rf.768e6e15b91711014e6b9e2abf8617ef.jpg, 0, 0, 1, 0
18_229_Masson_201_106_50_jpg.rf.770a72b6812a69219ee23b6ea4a8a9c6.jpg, 1, 0, 0, 0
18_228_Masson_505_92_29_jpg.rf.74b68bbffefff64537add87b842005c6.jpg, 1, 0, 0, 0
18_236_203_76_8_jpg.rf.75359033f3f63ad1fb0d066847ef6908.jpg, 1, 0, 0, 0
15_242_211_19_12_jpg.rf.75cb5089d907f49712e4f012890a83b5.jpg, 0, 1, 0, 0
18_236_203_76_12_jpg.rf.77462381863c8ed05f31fa7cf2ac49f9.jpg, 1, 0, 0, 0
203_3_21_12_jpg.rf.74b76ca12395c6ea566d1905e874896d.jpg, 0, 0, 0, 1
16_253_302_19_4_jpg.rf.765be1cb42d425e3e747f9d177c3f646.jpg, 0, 1, 0, 0
17_209_102_7_17_jpg.rf.75f5f0b90c7c994d7054bd7abe0b6192.jpg, 0, 0, 1, 0
15_242_212_18_16_jpg.rf.7708c927fa05eda79830d0770dcd6c92.jpg, 0, 1, 0, 0
15_242_208_21_19_jpg.rf.749ce85e6a47eb83b3ebd76777e729f5.jpg, 0, 1, 0, 0
15_242_212_24_6_jpg.rf.76748df423c87d519a191207ca9f930e.jpg, 0, 1, 0, 0
18_217_217_60_13_jpg.rf.76499e85057738d0b5375b0809364955.jpg, 0, 0, 1, 0
18_217_217_53_19_jpg.rf.764b0d814ea8793ada330ec329aff9fc.jpg, 0, 0, 1, 0
18_217_218_53_34_jpg.rf.77a3e274df78567d39121b2c852ca1fd.jpg, 0, 0, 1, 0
18_236_303_56_42_jpg.rf.790d52a5dc59abf66f15e76afbb9661d.jpg, 1, 0, 0, 0
18_229_Masson_201_90_24_jpg.rf.792c6daa4663f585cdab5a8a3785b64b.jpg, 1, 0, 0, 0
18_217_217_33_31_jpg.rf.78ebabfcd0ae6b79d11f643667acb8d5.jpg, 0, 0, 1, 0
15_242_211_21_17_jpg.rf.7652b13f938570c5105373d667f3f669.jpg, 0, 1, 0, 0
15_242_304_28_6_jpg.rf.77e276c561732fb65f28b305443c94ed.jpg, 0, 1, 0, 0
18_217_217_44_10_jpg.rf.787a0c7d56c5321859870d686f289cab.jpg, 0, 0, 1, 0
15_242_212_22_24_jpg.rf.774031b29c32c880b8f7455674803631.jpg, 0, 1, 0, 0
18_217_217_44_21_jpg.rf.7762296d6f6e4cad0463841f08e91c6e.jpg, 0, 0, 1, 0
18_228_Masson_505_88_32_jpg.rf.783f180e15829ae6d282924218da5485.jpg, 1, 0, 0, 0
18_229_Masson_201_82_55_jpg.rf.7704130f78923e1436061d401bac3f9d.jpg, 1, 0, 0, 0
15_242_208_38_26_jpg.rf.78f490a7779191f6c735bc00d52ab372.jpg, 0, 1, 0, 0
18_228_Masson_505_101_31_jpg.rf.78ebcee205034202ebda47e61c6e91a3.jpg, 1, 0, 0, 0
15_242_202_123_91_jpg.rf.7850d47b96a3c75f83c508db0a5bb5c2.jpg, 1, 0, 0, 0
18_229_Masson_302_36_21_jpg.rf.78d11482be584e02ac38ee1c2bad4dcb.jpg, 1, 0, 0, 0
18_236_303_48_52_jpg.rf.78c569bf316966c1732d89d4c2f0c1ba.jpg, 1, 0, 0, 0
18_217_212_56_16_jpg.rf.79af000fe211355c51d00f660807e5e9.jpg, 0, 0, 1, 0
15_242_208_24_12_jpg.rf.7966f50a5eb2fc54b28428c608151e35.jpg, 0, 1, 0, 0
15_242_212_18_17_jpg.rf.7930f864e9f2e154e5d69b3f3d1fb7c9.jpg, 0, 1, 0, 0
204_3_6_10_jpg.rf.78bb0958a424e7ed1c5917a86d87411e.jpg, 0, 0, 0, 1
207_1_15_14_jpg.rf.7a48c72fa08a7fdc06bbf4668e69bb65.jpg, 0, 0, 0, 1
15_242_208_19_9_jpg.rf.79498e6682292b200ed9e1edec7e3ddc.jpg, 0, 1, 0, 0
18_236_203_76_11_jpg.rf.7752051a3cd3a9342e0f640f60e7fe27.jpg, 1, 0, 0, 0
201_4_18_42_jpg.rf.76aab2ad4ae08007a40785283aba0b7c.jpg, 0, 0, 0, 1
208_7_23_36_jpg.rf.782f5452ef25aba9d62cb30a23495142.jpg, 0, 0, 0, 1
15_242_211_19_11_jpg.rf.7a3a694bb737ba49ef9ace55b9ff6100.jpg, 0, 1, 0, 0
15_242_208_37_6_jpg.rf.7abc0b7e22c4ccddf8416a021f0964e5.jpg, 0, 1, 0, 0
18_217_212_49_9_jpg.rf.7a8ce025d525402dde06a5d2d9bc4ca7.jpg, 0, 0, 1, 0
18_217_217_64_5_jpg.rf.7b79b1a74582a7a656aef6318d21c2a6.jpg, 0, 0, 1, 0
201_3_8_9_jpg.rf.788fb85794dc965695bf0bc399dac7f0.jpg, 0, 0, 0, 1
18_229_Masson_202_89_66_jpg.rf.7a34b8b421c34cba51a8b8107e4877b6.jpg, 1, 0, 0, 0
18_217_217_52_11_jpg.rf.7997ee21a95e3c930c147906491ebd5b.jpg, 0, 0, 1, 0
16_224_101_110_12_jpg.rf.7958e3ff739d4ef46e39343007d0cf73.jpg, 0, 0, 1, 0
18_229_Masson_202_69_30_jpg.rf.7acf444db0b5d46b0b94b76e779de524.jpg, 1, 0, 0, 0
18_229_Masson_202_69_29_jpg.rf.7b7a504159a23a6082bad19610533264.jpg, 1, 0, 0, 0
18_236_203_80_7_jpg.rf.7b123fda7d05571f55859934fb56cdbb.jpg, 1, 0, 0, 0
208_8_10_1_jpg.rf.7bea97d915c97d83986020151f0f04f4.jpg, 0, 0, 0, 1
18_229_Masson_202_76_46_jpg.rf.7a709c357e1abdddfe00bcd6bf828a3f.jpg, 1, 0, 0, 0
16_224_603_158_39_jpg.rf.7bc6ac423698d9de55dcf050270e702a.jpg, 0, 0, 1, 0
15_242_208_34_5_jpg.rf.7b4e75a17dfb93aa96107803b182d1ad.jpg, 0, 1, 0, 0
15_242_211_22_14_jpg.rf.7a4fe7502f017113a60ca4d4156edca7.jpg, 0, 1, 0, 0
16_253_308_34_16_jpg.rf.7b8807dc8f82dc63ac195669ef673745.jpg, 0, 1, 0, 0
16_224_101_110_19_jpg.rf.7b81cbee29002007737238354cac94ac.jpg, 0, 0, 1, 0
207_6_12_7_jpg.rf.79e8c9392690a2cefb41b9682115997d.jpg, 0, 0, 0, 1
18_217_217_45_28_jpg.rf.7a3b0a35b3441c7d41eb389f79ec9bac.jpg, 0, 0, 1, 0
102_1_6_52_jpg.rf.7cd8944845b32f1265e7131ee8a92170.jpg, 0, 0, 0, 1
